sku_norm,sku_raw,record_type,product_id,parent_product_id,parent_title,variant_sku,sku_cost,sku_case_pack,sku_case_cost,ahscompany_price,ahscompany_case_price,stock_status,url
FT-1WHITE,FT-1 White,variant,19915,19915,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 72x72 White or Green 12 Per Case Price Per Each,FT-1 White,,,,10.95,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-White-or-Green-12-Per-Case-Price-Per-Each_p_19915.html
FT-2,FT-2,product,29879,29879,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 36x72 White or Green 24 Per Case Price Per Each,FT-2,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-White-or-Green-24-Per-Case-Price-Per-Each_p_29879.html
FT-2-1WHITE,FT-2-1 White,variant,29879,29879,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 36x72 White or Green 24 Per Case Price Per Each,FT-2-1 White,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-White-or-Green-24-Per-Case-Price-Per-Each_p_29879.html
FT-2-8GREEN,FT-2-8 Green,variant,29879,29879,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 36x72 White or Green 24 Per Case Price Per Each,FT-2-8 Green,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-White-or-Green-24-Per-Case-Price-Per-Each_p_29879.html
FT-8GREEN,FT-8 Green,variant,19915,19915,Kartri 8 Gauge Forester Vinyl Shower Curtain With Metal Grommets 72x72 White or Green 12 Per Case Price Per Each,FT-8 Green,,,,10.95,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Forester-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-White-or-Green-12-Per-Case-Price-Per-Each_p_19915.html
G-KNA,G-KNA,product,19842,19842,Kartri Eco-Friendly Karlon Polyester Shower Curtain With Sewn Eyelets 72x72 White 6 Per Case Price Per Each,G-KNA,,,,17.69,,In Stock,https://www.ahscompany.com/Kartri-Eco-Friendly-Karlon-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-6-Per-Case-Price-Per-Each_p_19842.html
G-URA,G-URA,product,27183,27183,Kartri Urban Waffle Polyester Shower Curtain With Metal Grommets 72x72 White 6 Per Case Price Per Each,G-URA,,,,40.31,,In Stock,https://www.ahscompany.com/Kartri-Urban-Waffle-Polyester-Shower-Curtain-With-Metal-Grommets-72x72-White-6-Per-Case-Price-Per-Each_p_27183.html
G-WSA-1,G-WSA-1,product,19872,19872,Kartri Eco-Friendly Waffle Supreme Polyester Shower Curtain With Metal Grommets 72x72 White 12 Per Case Price Per Each,G-WSA-1,,,,29,,In Stock,https://www.ahscompany.com/Kartri-Eco-Friendly-Waffle-Supreme-Polyester-Shower-Curtain-With-Metal-Grommets-72x72-White-12-Per-Case-Price-Per-Each_p_19872.html
IMPNK,IMPNK,product,27692,27692,Kartri Impressions Nuage Decorative Top Sheet King 112x98 100% Polyester White 10 Per Case Price Per Each,IMPNK,36,10,360,52.2,522,In Stock,https://www.ahscompany.com/Kartri-Impressions-Nuage-Decorative-Top-Sheet-King-112x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27692.html
IMPNQ,IMPNQ,product,27693,27693,Kartri Impressions Nuage Decorative Top Sheet Queen 96x98 100% Polyester White 10 Per Case Price Per Each,IMPNQ,32.05,10,320.5,46.47,464.7,In Stock,https://www.ahscompany.com/Kartri-Impressions-Nuage-Decorative-Top-Sheet-Queen-96x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27693.html
IMPNT,IMPNT,product,28101,28101,Kartri Impressions Nuage Decorative Top Sheet Twin 74x98 100% Polyester White 10 Per Case Price Per Each,IMPNT,25.85,10,258.5,37.48,374.79999999999995,In Stock,https://www.ahscompany.com/Kartri-Impressions-Nuage-Decorative-Top-Sheet-Twin-74x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_28101.html
IMPSK,IMPSK,product,27166,27166,Kartri Impressions Santorini Decorative Top Sheet King 112x98 100% Polyester White 10 Per Case Price Per Each,IMPSK,36,10,360,52.2,522,In Stock,https://www.ahscompany.com/Kartri-Impressions-Santorini-Decorative-Top-Sheet-King-112x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27166.html
IMPSQ,IMPSQ,product,27167,27167,Kartri Impressions Santorini Decorative Top Sheet Queen 96x98 100% Polyester White 10 Per Case Price Per Each,IMPSQ,32.05,10,320.5,46.47,464.7,In Stock,https://www.ahscompany.com/Kartri-Impressions-Santorini-Decorative-Top-Sheet-Queen-96x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27167.html
IMPST,IMPST,product,28102,28102,Kartri Impressions Santorini Decorative Top Sheet Twin 74x98 100% Polyester White 10 Per Case Price Per Each,IMPST,25.85,10,258.5,37.48,374.79999999999995,In Stock,https://www.ahscompany.com/Kartri-Impressions-Santorini-Decorative-Top-Sheet-Twin-74x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_28102.html
IMPWK,IMPWK,product,27168,27168,Kartri Impressions Wave Decorative Top Sheet King 112x98 100% Polyester White 10 Per Case Price Per Each,IMPWK,36,10,360,52.2,522,In Stock,https://www.ahscompany.com/Kartri-Impressions-Wave-Decorative-Top-Sheet-King-112x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27168.html
IMPWQ,IMPWQ,product,27169,27169,Kartri Impressions Wave Decorative Top Sheet Queen 96x98 100% Polyester White 10 Per Case Price Per Each,IMPWQ,32.05,10,320.5,46.47,464.7,In Stock,https://www.ahscompany.com/Kartri-Impressions-Wave-Decorative-Top-Sheet-Queen-96x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_27169.html
IMPWT,IMPWT,product,28103,28103,Kartri Impressions Wave Decorative Top Sheet Twin 74x98 100% Polyester White 10 Per Case Price Per Each,IMPWT,25.85,10,258.5,37.48,374.79999999999995,In Stock,https://www.ahscompany.com/Kartri-Impressions-Wave-Decorative-Top-Sheet-Twin-74x98-100-Polyester-White-10-Per-Case-Price-Per-Each_p_28103.html
KA3000-13CLEAR,KA3000-13 Clear,variant,19939,19939,Kartri Plastic Double Open Ends Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA3000-13 Clear,1.8,,,2.61,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Double-Open-Ends-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19939.html
KA3000-1WHITE,KA3000-1 White,variant,19939,19939,Kartri Plastic Double Open Ends Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA3000-1 White,1.8,,,2.61,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Double-Open-Ends-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19939.html
KA3000-2BEIGE,KA3000-2 Beige,variant,19939,19939,Kartri Plastic Double Open Ends Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA3000-2 Beige,1.8,,,2.61,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Double-Open-Ends-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19939.html
KA5000-13CLEAR,KA5000-13 Clear,variant,19937,19937,Kartri Plastic Open End Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA5000-13 Clear,1.8,,,2.61,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Open-End-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19937.html
KA5000-1WHITE,KA5000-1 White,variant,19937,19937,Kartri Plastic Open End Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA5000-1 White,1.8,,,2.61,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Open-End-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19937.html
KA5000-2BEIGE,KA5000-2 Beige,variant,19937,19937,Kartri Plastic Open End Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA5000-2 Beige,1.8,,,2.61,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Open-End-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19937.html
KA711-13CLEAR,KA711-13 Clear,variant,19936,19936,Kartri Plastic Snap Tear Drop Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA711-13 Clear,1.55,,,2.25,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Snap-Tear-Drop-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19936.html
KA711-1WHITE,KA711-1 White,variant,19936,19936,Kartri Plastic Snap Tear Drop Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA711-1 White,1.55,,,2.25,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Snap-Tear-Drop-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19936.html
KA711-2BEIGE,KA711-2 Beige,variant,19936,19936,Kartri Plastic Snap Tear Drop Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA711-2 Beige,1.55,,,2.25,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Snap-Tear-Drop-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19936.html
KA9100-13CLEAR,KA9100-13 Clear,variant,19938,19938,Kartri Plastic Round Side Slide Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA9100-13 Clear,1.8,,,2.61,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Round-Side-Slide-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19938.html
KA9100-1WHITE,KA9100-1 White,variant,19938,19938,Kartri Plastic Round Side Slide Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA9100-1 White,1.8,,,2.61,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Round-Side-Slide-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19938.html
KA9100-2BEIGE,KA9100-2 Beige,variant,19938,19938,Kartri Plastic Round Side Slide Shower Curtain Hooks 12 Dz Per Case Price Per Dz,KA9100-2 Beige,1.8,,,2.61,,In Stock,https://www.ahscompany.com/Kartri-Plastic-Round-Side-Slide-Shower-Curtain-Hooks-12-Dz-Per-Case-Price-Per-Dz_p_19938.html
KR,KR,product,19862,19862,Kartri Kar-Rib Polyester Shower Curtain With Sewn Eyelets 72x72 White or Navy 12 Per Case Price Per Each,KR,,,,24.94,,In Stock,https://www.ahscompany.com/Kartri-Kar-Rib-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-or-Navy-12-Per-Case-Price-Per-Each_p_19862.html
KR-17NAVY,KR-17 Navy,variant,19862,19862,Kartri Kar-Rib Polyester Shower Curtain With Sewn Eyelets 72x72 White or Navy 12 Per Case Price Per Each,KR-17 Navy,,,,24.94,,In Stock,https://www.ahscompany.com/Kartri-Kar-Rib-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-or-Navy-12-Per-Case-Price-Per-Each_p_19862.html
KR-1WHITE,KR-1 White,variant,19862,19862,Kartri Kar-Rib Polyester Shower Curtain With Sewn Eyelets 72x72 White or Navy 12 Per Case Price Per Each,KR-1 White,,,,24.94,,In Stock,https://www.ahscompany.com/Kartri-Kar-Rib-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-or-Navy-12-Per-Case-Price-Per-Each_p_19862.html
KR-2,KR-2,product,30238,30238,Kartri Kar-Rib Polyester Shower Curtain With Sewn Eyelets 36x72 White or Navy 24 Per Case Price Per Each,KR-2,,,,13.49,,In Stock,https://www.ahscompany.com/Kartri-Kar-Rib-Polyester-Shower-Curtain-With-Sewn-Eyelets-36x72-White-or-Navy-24-Per-Case-Price-Per-Each_p_30238.html
KR-2-17NAVY,KR-2-17 Navy,variant,30238,30238,Kartri Kar-Rib Polyester Shower Curtain With Sewn Eyelets 36x72 White or Navy 24 Per Case Price Per Each,KR-2-17 Navy,,,,13.49,,In Stock,https://www.ahscompany.com/Kartri-Kar-Rib-Polyester-Shower-Curtain-With-Sewn-Eyelets-36x72-White-or-Navy-24-Per-Case-Price-Per-Each_p_30238.html
KR-2-1WHITE,KR-2-1 White,variant,30238,30238,Kartri Kar-Rib Polyester Shower Curtain With Sewn Eyelets 36x72 White or Navy 24 Per Case Price Per Each,KR-2-1 White,,,,13.49,,In Stock,https://www.ahscompany.com/Kartri-Kar-Rib-Polyester-Shower-Curtain-With-Sewn-Eyelets-36x72-White-or-Navy-24-Per-Case-Price-Per-Each_p_30238.html
MC-D,MC-D,product,30228,30228,Kartri Quilted Metro Coverlet Full 90x98 100% Microfiber Polyester White 10 Per Case Price Per Each,MC-D,33.75,10,337.5,48.94,489.4,In Stock,https://www.ahscompany.com/Kartri-Quilted-Metro-Coverlet-Full-90x98-100-Microfiber-Polyester-White-10-Per-Case-Price-Per-Each_p_30228.html
MC-K,MC-K,product,27160,27160,Kartri Quilted Metro Coverlet King 112x98 100% Microfiber Polyester White 10 Per Case Price Per Each,MC-K,39.2,10,392,56.84,568.4000000000001,In Stock,https://www.ahscompany.com/Kartri-Quilted-Metro-Coverlet-King-112x98-100-Microfiber-Polyester-White-10-Per-Case-Price-Per-Each_p_27160.html
MC-Q,MC-Q,product,27161,27161,Kartri Quilted Metro Coverlet Queen 96x98 100% Microfiber Polyester White 10 Per Case Price Per Each,MC-Q,35.15,10,351.5,50.97,509.7,In Stock,https://www.ahscompany.com/Kartri-Quilted-Metro-Coverlet-Queen-96x98-100-Microfiber-Polyester-White-10-Per-Case-Price-Per-Each_p_27161.html
ML-1,ML-1,product,19866,19866,Kartri Millennium Polyester Shower Curtain With Sewn Eyelets 72x72 White 12 Per Case Price Per Each,ML-1,,,,24.94,,In Stock,https://www.ahscompany.com/Kartri-Millennium-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-12-Per-Case-Price-Per-Each_p_19866.html
ML-1-36X72,ML-1-36x72,product,30239,30239,Kartri Millennium Polyester Shower Curtain With Sewn Eyelets 36x72 White 24 Per Case Price Per Each,ML-1-36x72,,,,14.94,,In Stock,https://www.ahscompany.com/Kartri-Millennium-Polyester-Shower-Curtain-With-Sewn-Eyelets-36x72-White-24-Per-Case-Price-Per-Each_p_30239.html
NOC-F-1,NOC-F-1,product,28295,28295,Kartri Nocturne Blend Top Sheet Full 85x110 50% poly 46% Cotton 4% Lycra White 6 Per Case Price Per Each,NOC-F-1,27.75,6,166.5,40.24,241.44,In Stock,https://www.ahscompany.com/Kartri-Nocturne-Blend-Top-Sheet-Full-85x110-50-poly-46-Cotton-4-Lycra-White-6-Per-Case-Price-Per-Each_p_28295.html
NOC-K-1,NOC-K-1,product,28297,28297,Kartri Nocturne Blend Top Sheet King 108x110 50% poly 46% Cotton 4% Lycra White 6 Per Case Price Per Each,NOC-K-1,33.4,6,200.39999999999998,48.43,290.58,In Stock,https://www.ahscompany.com/Kartri-Nocturne-Blend-Top-Sheet-King-108x110-50-poly-46-Cotton-4-Lycra-White-6-Per-Case-Price-Per-Each_p_28297.html
NOC-Q-1,NOC-Q-1,product,28296,28296,Kartri Nocturne Blend Top Sheet Queen 93x110 50% poly 46% Cotton 4% Lycra White 6 Per Case Price Per Each,NOC-Q-1,30,6,180,43.5,261,In Stock,https://www.ahscompany.com/Kartri-Nocturne-Blend-Top-Sheet-Queen-93x110-50-poly-46-Cotton-4-Lycra-White-6-Per-Case-Price-Per-Each_p_28296.html
NOC-T-1,NOC-T-1,product,28294,28294,Kartri Nocturne Blend Top Sheet Twin 72x110 50% poly 46% Cotton 4% Lycra White 6 Per Case Price Per Each,NOC-T-1,24.75,6,148.5,35.89,215.34,In Stock,https://www.ahscompany.com/Kartri-Nocturne-Blend-Top-Sheet-Twin-72x110-50-poly-46-Cotton-4-Lycra-White-6-Per-Case-Price-Per-Each_p_28294.html
NY,NY,product,19843,19843,Kartri Nylon Shower Curtain With Sewn Eyelets White 72x72 12 Per Case Price Per Each,NY,,,,25.52,,In Stock,https://www.ahscompany.com/Kartri-Nylon-Shower-Curtain-With-Sewn-Eyelets-White-72x72-12-Per-Case-Price-Per-Each_p_19843.html
NY-2,NY-2,product,30240,30240,Kartri Nylon Shower Curtain With Sewn Eyelets White 36x72 24 Per Case Price Per Each,NY-2,,,,14.86,,In Stock,https://www.ahscompany.com/Kartri-Nylon-Shower-Curtain-With-Sewn-Eyelets-White-36x72-24-Per-Case-Price-Per-Each_p_30240.html
NYCH7272-2,NYCH7272-2,product,19846,19846,Kartri Nylon Shower Curtain With Sewn Eyelets 72x72 Beige 12 Per Case Price Per Each,NYCH7272-2,,,,16.39,,In Stock,https://www.ahscompany.com/Kartri-Nylon-Shower-Curtain-With-Sewn-Eyelets-72x72-Beige-12-Per-Case-Price-Per-Each_p_19846.html
PF7272,PF7272,product,27186,27186,Kartri 6 Gauge Eco-Friendly Vinyl Shower Curtain With Metal Grommets 72x72 Frosty 12 Per Case Price Per Each,PF7272,,,,8.63,,In Stock,https://www.ahscompany.com/Kartri-6-Gauge-Eco-Friendly-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-Frosty-12-Per-Case-Price-Per-Each_p_27186.html
PVA-1WHITE,PVA-1 White,variant,19917,19917,Kartri 8 Gauge Peva Plain Vinyl Shower Curtain With Metal Grommets 72x72 White or Frosty 12 Per Case Price Per Each,PVA-1 White,,,,10.73,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Peva-Plain-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-White-or-Frosty-12-Per-Case-Price-Per-Each_p_19917.html
PVA-24FROSTY,PVA-24 Frosty,variant,19917,19917,Kartri 8 Gauge Peva Plain Vinyl Shower Curtain With Metal Grommets 72x72 White or Frosty 12 Per Case Price Per Each,PVA-24 Frosty,,,,10.73,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Peva-Plain-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-White-or-Frosty-12-Per-Case-Price-Per-Each_p_19917.html
PVABM,PVA BM,product,19917,19917,Kartri 8 Gauge Peva Plain Vinyl Shower Curtain With Metal Grommets 72x72 White or Frosty 12 Per Case Price Per Each,PVA BM,,,,10.73,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-Peva-Plain-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-White-or-Frosty-12-Per-Case-Price-Per-Each_p_19917.html
QIMPBD,QIMPBD,product,32674,32674,Kartri Quilted Breezes Coverlet Double 90x98 100% Microfiber Polyester White 8 Per Case Price Per Each,QIMPBD,37.75,8,302,54.74,437.92,In Stock,https://www.ahscompany.com/Kartri-Quilted-Breezes-Coverlet-Double-90x98-100-Microfiber-Polyester-White-8-Per-Case-Price-Per-Each_p_32674.html
QIMPBK,QIMPBK,product,27170,27170,Kartri Quilted Breezes Coverlet King 112x98 100% Microfiber Polyester White 6 Per Case Price Per Each,QIMPBK,43.75,6,262.5,63.44,380.64,In Stock,https://www.ahscompany.com/Kartri-Quilted-Breezes-Coverlet-King-112x98-100-Microfiber-Polyester-White-6-Per-Case-Price-Per-Each_p_27170.html
QIMPBQ,QIMPBQ,product,27171,27171,Kartri Quilted Breezes Coverlet Queen 96x98 100% Microfiber Polyester White 8 Per Case Price Per Each,QIMPBQ,39.4,8,315.2,57.13,457.04,In Stock,https://www.ahscompany.com/Kartri-Quilted-Breezes-Coverlet-Queen-96x98-100-Microfiber-Polyester-White-8-Per-Case-Price-Per-Each_p_27171.html
QIMPBT,QIMPBT,product,28104,28104,Kartri Quilted Breezes Coverlet Twin 74x98 100% Microfiber Polyester White 10 Per Case Price Per Each,QIMPBT,33.4,10,334,48.43,484.3,In Stock,https://www.ahscompany.com/Kartri-Quilted-Breezes-Coverlet-Twin-74x98-100-Microfiber-Polyester-White-10-Per-Case-Price-Per-Each_p_28104.html
QIMPDDD,QIMPDDD,product,32673,32673,Kartri Quilted Double Diamond Coverlet Double 90x98 100% Microfiber Polyester White 8 Per Case Price Per Each,QIMPDDD,37.75,8,302,54.74,437.92,In Stock,https://www.ahscompany.com/Kartri-Quilted-Double-Diamond-Coverlet-Double-90x98-100-Microfiber-Polyester-White-8-Per-Case-Price-Per-Each_p_32673.html
SBOXA,SBOXA,product,27177,27177,Kartri Satin Box Polyester Shower Curtain With Sewn Eyelets 72x72 White 12 Per Case Price Per Each,SBOXA,,,,20.16,,In Stock,https://www.ahscompany.com/Kartri-Satin-Box-Polyester-Shower-Curtain-With-Sewn-Eyelets-72x72-White-12-Per-Case-Price-Per-Each_p_27177.html
SC-1WHITE,SC-1 White,variant,19920,19920,Kartri 8 Gauge San Crepe Vinyl Shower Curtain With Metal Grommets 72x72 12 Per Case Price Per Each,SC-1 White,,,,10.95,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-San-Crepe-Vinyl-Shower-Curtain-With-Metal-Grommets-72x72-12-Per-Case-Price-Per-Each_p_19920.html
SC-2,SC-2,product,29880,29880,Kartri 8 Gauge San Crepe Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,SC-2,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-San-Crepe-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29880.html
SC-2-1WHITE,SC-2-1 White,variant,29880,29880,Kartri 8 Gauge San Crepe Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,SC-2-1 White,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-San-Crepe-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29880.html
SC-2-24FROSTY,SC-2-24 Frosty,variant,29880,29880,Kartri 8 Gauge San Crepe Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,SC-2-24 Frosty,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-San-Crepe-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29880.html
SC-2-2BEIGE,SC-2-2 Beige,variant,29880,29880,Kartri 8 Gauge San Crepe Vinyl Shower Curtain With Metal Grommets 36x72 24 Per Case Price Per Each,SC-2-2 Beige,,,,6.6,,In Stock,https://www.ahscompany.com/Kartri-8-Gauge-San-Crepe-Vinyl-Shower-Curtain-With-Metal-Grommets-36x72-24-Per-Case-Price-Per-Each_p_29880.html
