option_sku,option_sku_compact,base_sku_norm,base_sku_raw,sheet_name,header_row,data_row,price_column_index,size_hint,case_pack,price_each,sku_case_cost,name_color_source,color_label,color_code,color_key,derivation_rule
GR-C086-S72X72-PK12,GRC086S72X72PK12,GR,GR,Stocked,33,35,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Gracie Dune-36, Malt-45, Pearl-46, Auburn-49, Mocha-50, Palm-59, Buff-61, Steel-83, Copen-86, Cork-90, Mesa-94, Pine-95                          
standard w/ sewn eyelets",Copen,86,C086,base_sku + color + size + case_pack
GR-C090-S72X72-PK12,GRC090S72X72PK12,GR,GR,Stocked,33,35,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Gracie Dune-36, Malt-45, Pearl-46, Auburn-49, Mocha-50, Palm-59, Buff-61, Steel-83, Copen-86, Cork-90, Mesa-94, Pine-95                          
standard w/ sewn eyelets",Cork,90,C090,base_sku + color + size + case_pack
GR-C094-S72X72-PK12,GRC094S72X72PK12,GR,GR,Stocked,33,35,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Gracie Dune-36, Malt-45, Pearl-46, Auburn-49, Mocha-50, Palm-59, Buff-61, Steel-83, Copen-86, Cork-90, Mesa-94, Pine-95                          
standard w/ sewn eyelets",Mesa,94,C094,base_sku + color + size + case_pack
GR-C095-S72X72-PK12,GRC095S72X72PK12,GR,GR,Stocked,33,35,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Gracie Dune-36, Malt-45, Pearl-46, Auburn-49, Mocha-50, Palm-59, Buff-61, Steel-83, Copen-86, Cork-90, Mesa-94, Pine-95                          
standard w/ sewn eyelets",Pine,95,C095,base_sku + color + size + case_pack
KNE-C001-S72X72-PK12,KNEC001S72X72PK12,KNE,KNE,Stocked,33,36,4,"72"" x 72""",12,16.3,195.60000000000002,"Karlon Executive White-1, Beige-2                             
standard w/ sewn eyelets",White,1,C001,base_sku + color + size + case_pack
KNE-C002-S72X72-PK12,KNEC002S72X72PK12,KNE,KNE,Stocked,33,36,4,"72"" x 72""",12,16.3,195.60000000000002,"Karlon Executive White-1, Beige-2                             
standard w/ sewn eyelets",Beige,2,C002,base_sku + color + size + case_pack
KNE-C001-S48X72-PK18,KNEC001S48X72PK18,KNE,KNE,Stocked,33,36,5,"48"" x 72""",18,15.8,284.40000000000003,"Karlon Executive White-1, Beige-2                             
standard w/ sewn eyelets",White,1,C001,base_sku + color + size + case_pack
KNE-C002-S48X72-PK18,KNEC002S48X72PK18,KNE,KNE,Stocked,33,36,5,"48"" x 72""",18,15.8,284.40000000000003,"Karlon Executive White-1, Beige-2                             
standard w/ sewn eyelets",Beige,2,C002,base_sku + color + size + case_pack
KNE-C001-S42X72-PK18,KNEC001S42X72PK18,KNE,KNE,Stocked,33,36,6,"42"" x 72""",18,14.35,258.3,"Karlon Executive White-1, Beige-2                             
standard w/ sewn eyelets",White,1,C001,base_sku + color + size + case_pack
KNE-C002-S42X72-PK18,KNEC002S42X72PK18,KNE,KNE,Stocked,33,36,6,"42"" x 72""",18,14.35,258.3,"Karlon Executive White-1, Beige-2                             
standard w/ sewn eyelets",Beige,2,C002,base_sku + color + size + case_pack
KNE-C001-S36X72-PK24,KNEC001S36X72PK24,KNE,KNE,Stocked,33,36,7,"36"" x 72""",24,9.8,235.20000000000002,"Karlon Executive White-1, Beige-2                             
standard w/ sewn eyelets",White,1,C001,base_sku + color + size + case_pack
KNE-C002-S36X72-PK24,KNEC002S36X72PK24,KNE,KNE,Stocked,33,36,7,"36"" x 72""",24,9.8,235.20000000000002,"Karlon Executive White-1, Beige-2                             
standard w/ sewn eyelets",Beige,2,C002,base_sku + color + size + case_pack
MA-C001-S72X72-PK12,MAC001S72X72PK12,MA,MA,Stocked,33,37,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Madeline White-1, Parchment-3, Blue-7, Peach-19, 
Claret-31, Light Sage-32, Bayberry-35, Dune-36
standard w/ sewn eyelets",White,1,C001,base_sku + color + size + case_pack
MA-C003-S72X72-PK12,MAC003S72X72PK12,MA,MA,Stocked,33,37,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Madeline White-1, Parchment-3, Blue-7, Peach-19, 
Claret-31, Light Sage-32, Bayberry-35, Dune-36
standard w/ sewn eyelets",Parchment,3,C003,base_sku + color + size + case_pack
MA-C007-S72X72-PK12,MAC007S72X72PK12,MA,MA,Stocked,33,37,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Madeline White-1, Parchment-3, Blue-7, Peach-19, 
Claret-31, Light Sage-32, Bayberry-35, Dune-36
standard w/ sewn eyelets",Blue,7,C007,base_sku + color + size + case_pack
MA-C019-S72X72-PK12,MAC019S72X72PK12,MA,MA,Stocked,33,37,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Madeline White-1, Parchment-3, Blue-7, Peach-19, 
Claret-31, Light Sage-32, Bayberry-35, Dune-36
standard w/ sewn eyelets",Peach,19,C019,base_sku + color + size + case_pack
MA-C031-S72X72-PK12,MAC031S72X72PK12,MA,MA,Stocked,33,37,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Madeline White-1, Parchment-3, Blue-7, Peach-19, 
Claret-31, Light Sage-32, Bayberry-35, Dune-36
standard w/ sewn eyelets",Claret,31,C031,base_sku + color + size + case_pack
MA-C032-S72X72-PK12,MAC032S72X72PK12,MA,MA,Stocked,33,37,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Madeline White-1, Parchment-3, Blue-7, Peach-19, 
Claret-31, Light Sage-32, Bayberry-35, Dune-36
standard w/ sewn eyelets",Light Sage,32,C032,base_sku + color + size + case_pack
MA-C035-S72X72-PK12,MAC035S72X72PK12,MA,MA,Stocked,33,37,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Madeline White-1, Parchment-3, Blue-7, Peach-19, 
Claret-31, Light Sage-32, Bayberry-35, Dune-36
standard w/ sewn eyelets",Bayberry,35,C035,base_sku + color + size + case_pack
MA-C036-S72X72-PK12,MAC036S72X72PK12,MA,MA,Stocked,33,37,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Madeline White-1, Parchment-3, Blue-7, Peach-19, 
Claret-31, Light Sage-32, Bayberry-35, Dune-36
standard w/ sewn eyelets",Dune,36,C036,base_sku + color + size + case_pack
PQ-C036-S72X72-PK12,PQC036S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Dune,36,C036,base_sku + color + size + case_pack
PQ-C045-S72X72-PK12,PQC045S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Malt,45,C045,base_sku + color + size + case_pack
PQ-C046-S72X72-PK12,PQC046S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Pearl,46,C046,base_sku + color + size + case_pack
PQ-C050-S72X72-PK12,PQC050S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Mocha,50,C050,base_sku + color + size + case_pack
PQ-C051-S72X72-PK12,PQC051S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Sand,51,C051,base_sku + color + size + case_pack
PQ-C083-S72X72-PK12,PQC083S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Steel,83,C083,base_sku + color + size + case_pack
PQ-C086-S72X72-PK12,PQC086S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Copen,86,C086,base_sku + color + size + case_pack
PQ-C087-S72X72-PK12,PQC087S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Gull,87,C087,base_sku + color + size + case_pack
PQ-C089-S72X72-PK12,PQC089S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Linen,89,C089,base_sku + color + size + case_pack
PQ-C090-S72X72-PK12,PQC090S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Cork,90,C090,base_sku + color + size + case_pack
PQ-C134-S72X72-PK12,PQC134S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Chestnut,134,C134,base_sku + color + size + case_pack
PQ-C135-S72X72-PK12,PQC135S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Marsh,135,C135,base_sku + color + size + case_pack
PQ-C136-S72X72-PK12,PQC136S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Kale,136,C136,base_sku + color + size + case_pack
PQ-C137-S72X72-PK12,PQC137S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Moss,137,C137,base_sku + color + size + case_pack
PQ-C138-S72X72-PK12,PQC138S72X72PK12,PQ,PQ,Stocked,33,38,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Parquet Dune-36, Malt-45, Pearl-46, Mocha-50, Sand-51, Steel-83, Copen-86, Gull-87, Linen-89, Cork-90, 
Chestnut-134, Marsh-135, Kale-136, Moss-137, 
Heather-138
standard w/ sewn eyelets",Heather,138,C138,base_sku + color + size + case_pack
SHLD-C001-S72X72-PK12,SHLDC001S72X72PK12,SHLD,SHLD,Stocked,33,39,4,"72"" x 72""",12,39.25,471,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Snow,1,C001,base_sku + color + size + case_pack
SHLD-C004-S72X72-PK12,SHLDC004S72X72PK12,SHLD,SHLD,Stocked,33,39,4,"72"" x 72""",12,39.25,471,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Cream,4,C004,base_sku + color + size + case_pack
SHLD-C011-S72X72-PK12,SHLDC011S72X72PK12,SHLD,SHLD,Stocked,33,39,4,"72"" x 72""",12,39.25,471,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Shadow,11,C011,base_sku + color + size + case_pack
SHLD-C007-S72X72-PK12,SHLDC007S72X72PK12,SHLD,SHLD,Stocked,33,39,4,"72"" x 72""",12,39.25,471,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Blue Moon,7,C007,base_sku + color + size + case_pack
SHLD-C059-S72X72-PK12,SHLDC059S72X72PK12,SHLD,SHLD,Stocked,33,39,4,"72"" x 72""",12,39.25,471,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Palm,59,C059,base_sku + color + size + case_pack
SHLD-C060-S72X72-PK12,SHLDC060S72X72PK12,SHLD,SHLD,Stocked,33,39,4,"72"" x 72""",12,39.25,471,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Doeskin,60,C060,base_sku + color + size + case_pack
SHLD-C001-S48X72-PK18,SHLDC001S48X72PK18,SHLD,SHLD,Stocked,33,39,5,"48"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Snow,1,C001,base_sku + color + size + case_pack
SHLD-C004-S48X72-PK18,SHLDC004S48X72PK18,SHLD,SHLD,Stocked,33,39,5,"48"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Cream,4,C004,base_sku + color + size + case_pack
SHLD-C011-S48X72-PK18,SHLDC011S48X72PK18,SHLD,SHLD,Stocked,33,39,5,"48"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Shadow,11,C011,base_sku + color + size + case_pack
SHLD-C007-S48X72-PK18,SHLDC007S48X72PK18,SHLD,SHLD,Stocked,33,39,5,"48"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Blue Moon,7,C007,base_sku + color + size + case_pack
SHLD-C059-S48X72-PK18,SHLDC059S48X72PK18,SHLD,SHLD,Stocked,33,39,5,"48"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Palm,59,C059,base_sku + color + size + case_pack
SHLD-C060-S48X72-PK18,SHLDC060S48X72PK18,SHLD,SHLD,Stocked,33,39,5,"48"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Doeskin,60,C060,base_sku + color + size + case_pack
SHLD-C001-S42X72-PK18,SHLDC001S42X72PK18,SHLD,SHLD,Stocked,33,39,6,"42"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Snow,1,C001,base_sku + color + size + case_pack
SHLD-C004-S42X72-PK18,SHLDC004S42X72PK18,SHLD,SHLD,Stocked,33,39,6,"42"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Cream,4,C004,base_sku + color + size + case_pack
SHLD-C011-S42X72-PK18,SHLDC011S42X72PK18,SHLD,SHLD,Stocked,33,39,6,"42"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Shadow,11,C011,base_sku + color + size + case_pack
SHLD-C007-S42X72-PK18,SHLDC007S42X72PK18,SHLD,SHLD,Stocked,33,39,6,"42"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Blue Moon,7,C007,base_sku + color + size + case_pack
SHLD-C059-S42X72-PK18,SHLDC059S42X72PK18,SHLD,SHLD,Stocked,33,39,6,"42"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Palm,59,C059,base_sku + color + size + case_pack
SHLD-C060-S42X72-PK18,SHLDC060S42X72PK18,SHLD,SHLD,Stocked,33,39,6,"42"" x 72""",18,39.25,706.5,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Doeskin,60,C060,base_sku + color + size + case_pack
SHLD-C001-S36X72-PK24,SHLDC001S36X72PK24,SHLD,SHLD,Stocked,33,39,7,"36"" x 72""",24,23.55,565.2,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Snow,1,C001,base_sku + color + size + case_pack
SHLD-C004-S36X72-PK24,SHLDC004S36X72PK24,SHLD,SHLD,Stocked,33,39,7,"36"" x 72""",24,23.55,565.2,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Cream,4,C004,base_sku + color + size + case_pack
SHLD-C011-S36X72-PK24,SHLDC011S36X72PK24,SHLD,SHLD,Stocked,33,39,7,"36"" x 72""",24,23.55,565.2,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Shadow,11,C011,base_sku + color + size + case_pack
SHLD-C007-S36X72-PK24,SHLDC007S36X72PK24,SHLD,SHLD,Stocked,33,39,7,"36"" x 72""",24,23.55,565.2,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Blue Moon,7,C007,base_sku + color + size + case_pack
SHLD-C059-S36X72-PK24,SHLDC059S36X72PK24,SHLD,SHLD,Stocked,33,39,7,"36"" x 72""",24,23.55,565.2,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Palm,59,C059,base_sku + color + size + case_pack
SHLD-C060-S36X72-PK24,SHLDC060S36X72PK24,SHLD,SHLD,Stocked,33,39,7,"36"" x 72""",24,23.55,565.2,"Shower Shield Snow-1, Cream-4, Shadow-11, Café-57, 
Blue Moon-7, Palm-59, Doeskin-60, Buff 61              
standard w/ sewn eyelets",Doeskin,60,C060,base_sku + color + size + case_pack
SM-C078-S72X72-PK12,SMC078S72X72PK12,SM,SM,Stocked,33,40,4,"72"" x 72""",12,39.05,468.59999999999997,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Fog,78,C078,base_sku + color + size + case_pack
SM-C079-S72X72-PK12,SMC079S72X72PK12,SM,SM,Stocked,33,40,4,"72"" x 72""",12,39.05,468.59999999999997,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Halo,79,C079,base_sku + color + size + case_pack
SM-C080-S72X72-PK12,SMC080S72X72PK12,SM,SM,Stocked,33,40,4,"72"" x 72""",12,39.05,468.59999999999997,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Oatmeal,80,C080,base_sku + color + size + case_pack
SM-C081-S72X72-PK12,SMC081S72X72PK12,SM,SM,Stocked,33,40,4,"72"" x 72""",12,39.05,468.59999999999997,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Scone,81,C081,base_sku + color + size + case_pack
SM-C078-S48X72-PK18,SMC078S48X72PK18,SM,SM,Stocked,33,40,5,"48"" x 72""",18,39.05,702.9,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Fog,78,C078,base_sku + color + size + case_pack
SM-C079-S48X72-PK18,SMC079S48X72PK18,SM,SM,Stocked,33,40,5,"48"" x 72""",18,39.05,702.9,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Halo,79,C079,base_sku + color + size + case_pack
SM-C080-S48X72-PK18,SMC080S48X72PK18,SM,SM,Stocked,33,40,5,"48"" x 72""",18,39.05,702.9,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Oatmeal,80,C080,base_sku + color + size + case_pack
SM-C081-S48X72-PK18,SMC081S48X72PK18,SM,SM,Stocked,33,40,5,"48"" x 72""",18,39.05,702.9,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Scone,81,C081,base_sku + color + size + case_pack
SM-C078-S42X72-PK18,SMC078S42X72PK18,SM,SM,Stocked,33,40,6,"42"" x 72""",18,39.05,702.9,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Fog,78,C078,base_sku + color + size + case_pack
SM-C079-S42X72-PK18,SMC079S42X72PK18,SM,SM,Stocked,33,40,6,"42"" x 72""",18,39.05,702.9,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Halo,79,C079,base_sku + color + size + case_pack
SM-C080-S42X72-PK18,SMC080S42X72PK18,SM,SM,Stocked,33,40,6,"42"" x 72""",18,39.05,702.9,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Oatmeal,80,C080,base_sku + color + size + case_pack
SM-C081-S42X72-PK18,SMC081S42X72PK18,SM,SM,Stocked,33,40,6,"42"" x 72""",18,39.05,702.9,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Scone,81,C081,base_sku + color + size + case_pack
SM-C078-S36X72-PK24,SMC078S36X72PK24,SM,SM,Stocked,33,40,7,"36"" x 72""",24,23.45,562.8,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Fog,78,C078,base_sku + color + size + case_pack
SM-C079-S36X72-PK24,SMC079S36X72PK24,SM,SM,Stocked,33,40,7,"36"" x 72""",24,23.45,562.8,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Halo,79,C079,base_sku + color + size + case_pack
SM-C080-S36X72-PK24,SMC080S36X72PK24,SM,SM,Stocked,33,40,7,"36"" x 72""",24,23.45,562.8,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Oatmeal,80,C080,base_sku + color + size + case_pack
SM-C081-S36X72-PK24,SMC081S36X72PK24,SM,SM,Stocked,33,40,7,"36"" x 72""",24,23.45,562.8,"Shower Mist Fog-78, Halo-79, Oatmeal-80 Scone-81
standard w/ sewn eyelets",Scone,81,C081,base_sku + color + size + case_pack
SO-C036-S72X72-PK12,SOC036S72X72PK12,SO,SO,Stocked,33,41,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Sophia Dune-36, Pearl-46, Sand-51, Steel-83, Copen-86, Gull-87, Harvest-88, Linen-89, Cork-90, Iron-91, Surf-92, Forest-93                        
standard w/ sewn eyelets",Dune,36,C036,base_sku + color + size + case_pack
SO-C046-S72X72-PK12,SOC046S72X72PK12,SO,SO,Stocked,33,41,4,"72"" x 72""",12,Pricing available based on individual project requirements,,"Sophia Dune-36, Pearl-46, Sand-51, Steel-83, Copen-86, Gull-87, Harvest-88, Linen-89, Cork-90, Iron-91, Surf-92, Forest-93                        
standard w/ sewn eyelets",Pearl,46,C046,base_sku + color + size + case_pack
